MLV_ID,Nombre,Precio_Numerico,Score,Opiniones,Ventas_Estimadas,Visitas_10dias,EnvioGratis,Vendedor_Nombre,Vendedor_Estatus,Vendedor_Seguidores,Vendedor_Productos,Vendedor_Ventas,Vendedor_Recomendacion,Vendedor_AniosML,Vendedor_Link,Ubicacion_Tienda,Categoria,Subcategorias,Categorias,Marca,Modelo,Especificaciones,Imagen,Link_Producto,Google_Breakout_Vendedor,DeepExtracted,Synced_At
MLV581009887,Cartuchos Hp 667 Original,16,4.9,15,1000,0,Sí,Vendido por DISTRIBUIDORAVZLA1,MercadoLíder Platinum,N/A,50,5000,99,6,https://listado.mercadolibre.com.ve/_CustId_465292514,"Mun. Libertador (Sur), Distrito Capital",Computación,Impresión > Insumos de Impresión > Cartuchos de Tinta,Computación > Impresión > Insumos de Impresión > Cartuchos de Tinta,HP,667,Marca: HP | Modelo: 667 | Tipo de cartucho: Original | Contenido total en volumen: 2 mL | Color de la tinta: Negro | Rendimiento de páginas: 180 | Es recargable: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_624355-MLV48929587833_012022-F.webp,https://articulo.mercadolibre.com.ve/MLV-581009887-cartuchos-hp-667-original-_JM,https://www.google.com/search?q=%22Vendido%20por%20DISTRIBUIDORAVZLA1%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:34.330Z
MLV706418212,Cartuchos Hp 21 22 27 28 56 57 98 97 96 95 94 92 93,9,4.2,278,1000,0,Sí,MAOR8550049,MercadoLíder Platinum,180,50,1000,100,5,https://www.mercadolibre.com.ve/pagina/maor8550049,"Mun. Chacao (norte), Distrito Capital",Computación,Impresión > Insumos de Impresión > Cartuchos de Tinta,Computación > Impresión > Insumos de Impresión > Cartuchos de Tinta,HP,21 negro 22 color,Marca: HP | Modelo: 21 negro 22 color | Tipo de cartucho: Original | Contenido total en volumen: 8 mL | Color de la tinta: Negro y Tricolor | Formato de venta: 1 | Tipo de tinta: Hp | Rendimiento de páginas: 150 | Es recargable: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_967447-MLV83428785673_032025-F.webp,https://articulo.mercadolibre.com.ve/MLV-706418212-cartuchos-hp-21-22-27-28-56-57-98-97-96-95-94-92-93-_JM,https://www.google.com/search?q=%22MAOR8550049%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:35.038Z
MLV765996336,Pilas Baterias Recargables Gp Doble Aa 2600mah 1.2v 6 Und,8.5,4.4,200,500,0,Sí,VENTASJJSHOP,MercadoLíder Platinum,740,500,5000,100,7,https://www.mercadolibre.com.ve/pagina/ventasjjshop,"Girardot (Maracay), Aragua","Electrónica, Audio y Video",Pilas y Cargadores > Pilas,"Electrónica, Audio y Video > Pilas y Cargadores > Pilas",GP,AA,Marca: GP | Modelo: AA | Tamaño de la pila: AA | Forma: Cilíndrica | Cantidad de packs: 3 | Formato de venta: Pack | Unidades por pack: 2 | Voltaje nominal: 1.2V | Es recargable: Sí | Capacidad de la pila: 2.600 mAh,https://http2.mlstatic.com/D_NQ_NP_2X_653655-MLV71169390451_082023-F.webp,https://articulo.mercadolibre.com.ve/MLV-765996336-pilas-baterias-recargables-gp-doble-aa-2600mah-12v-6-und-_JM,https://www.google.com/search?q=%22VENTASJJSHOP%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:35.455Z
MLV462571980,Cartucho Compatible Hp 122 Xl Negro,23.95,5,7,1000,0,Sí,Venspeed,MercadoLíder Platinum,2900,100,100000,99,14,https://www.mercadolibre.com.ve/tienda/venspeed,"Mun. Chacao (sur), Distrito Capital",Computación,Impresión > Insumos de Impresión > Cartuchos de Tinta,Computación > Impresión > Insumos de Impresión > Cartuchos de Tinta,HP,122XL,Marca: HP | Modelo: 122XL | Tipo de cartucho: Original | Color de la tinta: Negro | Formato de venta: Caja | Es recargable: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_832321-MLV31247432490_062019-F.webp,https://articulo.mercadolibre.com.ve/MLV-462571980-cartucho-compatible-hp-122-xl-negro-_JM,https://www.google.com/search?q=%22Venspeed%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:35.884Z
MLV704483745,Mini Ventilador Usb Recargable 3 Velocidades Con Linterna 9 Cm 00 Blanco Plástico 3,7.4,4.4,122,500,0,Sí,COMPUSHOP92CACOMPUSHOP92,MercadoLíder Gold,80,50,5000,98,4,https://www.mercadolibre.com.ve/pagina/compushop92cacompushop92,"Barquisimeto, Lara",Electrodomésticos,Climatización > Ventiladores,Electrodomésticos > Climatización > Ventiladores,FAN,Mini,Marca: FAN | Línea: 1 | Modelo: Mini | Frecuencia: 00 | Voltaje: 120/220V | Color de la estructura: Blanco | Color de las aspas: Blanco | Material de las aspas: Plástico | Cantidad de aspas: 3 | Material de la rejilla: Plástico | Con aspas reversibles: No | Tipo de ventilador: De mano | Cantidad de velocidades: 3 | Incluye control remoto: No | Diámetro: 9 cm | Altura: 13 cm | Profundidad: 3 cm | Ancho: 9 cm | Peso: 100 g | Con luz: Sí | Con función turbo: No | Nivel de ruido: 1 dB | Es turbo: No | Incluye control remoto: No | Cantidad de velocidades: 3,https://http2.mlstatic.com/D_NQ_NP_2X_732206-MLV48045237542_102021-F.webp,https://articulo.mercadolibre.com.ve/MLV-704483745-mini-ventilador-usb-recargable-3-velocidades-con-linterna-9-cm-00-blanco-plastico-3-_JM,https://www.google.com/search?q=%22COMPUSHOP92CACOMPUSHOP92%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:36.314Z
MLV822728792,Batería De Litio Recargable 18650 3.7v 7800mah,6.99,4.6,163,500,0,Sí,MARIA ORLACCHIO,MercadoLíder Platinum,950,1000,10000,100,12,https://www.mercadolibre.com.ve/pagina/mariaorlacchio,"Maracaibo, Zulia","Electrónica, Audio y Video",Pilas y Cargadores > Pilas,"Electrónica, Audio y Video > Pilas y Cargadores > Pilas",Flycat,18650,Marca: Flycat | Modelo: 18650 | Tamaño de la pila: 18mm x 65mm | Forma: Cilíndrica | Cantidad de packs: 1 | Formato de venta: Unidad | Voltaje nominal: 3.7V | Es recargable: Sí | Composición: Litio | Capacidad de la pila: 7.800 mAh,https://http2.mlstatic.com/D_NQ_NP_2X_643570-MLV83437047740_042025-F.webp,https://articulo.mercadolibre.com.ve/MLV-822728792-bateria-de-litio-recargable-18650-37v-7800mah-_JM,https://www.google.com/search?q=%22MARIA%20ORLACCHIO%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:36.762Z
MLV724336431,Baterías Recargables Aaa Sony 2 Pilas/ 4.300 Mah 1.2 V,2.99,4.7,3,500,0,Sí,Tienda Virtual Multionline,MercadoLíder Platinum,400,100,10000,99,6,https://www.mercadolibre.com.ve/pagina/tiendavirtualmultionline,"Valencia (Valencia), Carabobo","Electrónica, Audio y Video",Pilas y Cargadores > Pilas,"Electrónica, Audio y Video > Pilas y Cargadores > Pilas",Sony,AAA,Marca: Sony | Línea: Stamina Plus | Modelo: AAA | Tamaño de la pila: AAA | Forma: Cilíndrica | Formato de venta: Pack | Unidades por pack: 2 | Voltaje nominal: 110V | Es recargable: Sí | Capacidad de la pila: 4.300 mAh,https://http2.mlstatic.com/D_NQ_NP_2X_791065-MLV51594116571_092022-F.webp,https://articulo.mercadolibre.com.ve/MLV-724336431-baterias-recargables-aaa-sony-2-pilas-4300-mah-12-v-_JM,https://www.google.com/search?q=%22Tienda%20Virtual%20Multionline%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:37.242Z
MLV810024122,Linterna Llavero Recargable Magnetica Portatil Camping,2.5,4.6,89,500,0,Sí,JOC STORE,MercadoLíder Platinum,1900,100,10000,100,15,https://www.mercadolibre.com.ve/pagina/jocstore,"Barquisimeto, Lara",Deportes y Fitness,"Camping, Caza y Pesca > Linternas y Faroles > Linternas","Deportes y Fitness > Camping, Caza y Pesca > Linternas y Faroles > Linternas",JOC SMART ENERGY,LINTERNA LLAVERO MAGNETICA,"Marca: JOC SMART ENERGY | Modelo: LINTERNA LLAVERO MAGNETICA | Tipo de linterna: Recargable | Usos recomendados: Automóvil, Camping, Electricista, Mecánica | Tipo de alimentación: Batería recargable USB | Tipo de batería: Litio | Tipo de luz: LED | Cantidad de modos de cambio de luz: 3 | Incluye pilas: Sí | Es recargable: Sí | Con carga USB: Sí | Es resistente al polvo: Sí | Es a prueba de agua: Sí | Marca: JOC SMART ENERGY | Es a prueba de agua: Sí | Color De La Luz: Blanco | Tipo de alimentación: Batería recargable USB | Color De La Linterna: Negro",https://http2.mlstatic.com/D_NQ_NP_2X_893502-MLV82160369224_022025-F.webp,https://articulo.mercadolibre.com.ve/MLV-810024122-linterna-llavero-recargable-magnetica-portatil-camping-_JM,https://www.google.com/search?q=%22JOC%20STORE%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:37.667Z
MLV718175613,Aspiradora Recargable Portatil Carro Casa 2 En 1 Negro,5.99,4.2,220,500,0,Sí,FERRE TOYS,N/A,4500,500,50000,99,19,https://www.mercadolibre.com.ve/pagina/ferretoys,"Barquisimeto, Lara",Electrodomésticos,Pequeños Electrodomésticos > Para Hogar > Aspiradoras,Electrodomésticos > Pequeños Electrodomésticos > Para Hogar > Aspiradoras,Vacumm,Recargable,Marca: Vacumm | Línea: Aspiradora | Modelo: Recargable | Color: Negro | Voltaje: 110V | Incluye batería: Sí | Peso: 500 g | Potencia: 120 W | Tipos de aspiradora y limpiadora a vapor: Portatil | Funciones adicionales: Succiona | Es inalámbrico: Sí | Es industrial: No | Con filtro de salida: Sí | Incluye filtros reutilizables: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_657670-MLV50406927636_062022-F.webp,https://articulo.mercadolibre.com.ve/MLV-718175613-aspiradora-recargable-portatil-carro-casa-2-en-1-negro-_JM,https://www.google.com/search?q=%22FERRE%20TOYS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:38.356Z
MLV728143475,Batería Recargable 18650 De Litio 3.7v 1500 Mah,2.99,4.7,99,500,0,Sí,LOPITRONICS,MercadoLíder Platinum,1400,100,10000,99,11,https://www.mercadolibre.com.ve/pagina/lopitronics,"Valencia (Valencia), Carabobo","Electrónica, Audio y Video",Pilas y Cargadores > Pilas,"Electrónica, Audio y Video > Pilas y Cargadores > Pilas",Gerica,Recargable,Marca: Gerica | Modelo: Recargable | Tamaño de la pila: 18650 | Forma: Cilíndrica | Formato de venta: Unidad | Voltaje nominal: 3.7V | Es recargable: Sí | Composición: Litio | Capacidad de la pila: 1.500 mAh,https://http2.mlstatic.com/D_NQ_NP_2X_916985-MLV52257066173_112022-F.webp,https://articulo.mercadolibre.com.ve/MLV-728143475-bateria-recargable-18650-de-litio-37v-1500-mah-_JM,https://www.google.com/search?q=%22LOPITRONICS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:38.766Z
MLV703754461,Linterna De Cabeza Led Recargable Portátil,8.54,4.6,140,500,0,Sí,ESLAY21,MercadoLíder Platinum,680,100,10000,100,10,https://www.mercadolibre.com.ve/pagina/eslay21,"Barquisimeto, Lara",Deportes y Fitness,Otros,Deportes y Fitness > Otros,N/A,N/A,N/A,https://http2.mlstatic.com/D_NQ_NP_2X_671882-MLV47891261312_102021-F.webp,https://articulo.mercadolibre.com.ve/MLV-703754461-linterna-de-cabeza-led-recargable-portatil-_JM,https://www.google.com/search?q=%22ESLAY21%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:39.203Z
MLV462571992,Cartucho Compatible Hp 670 Xl Negro Cian Magenta Amarillo,5.25,4.6,225,1000,0,Sí,Venspeed,MercadoLíder Platinum,2900,100,100000,99,14,https://www.mercadolibre.com.ve/tienda/venspeed,"Mun. Chacao (sur), Distrito Capital",Computación,Impresión > Insumos de Impresión > Cartuchos de Tinta,Computación > Impresión > Insumos de Impresión > Cartuchos de Tinta,HP,670XL,Marca: HP | Línea: Advantage | Modelo: 670XL | Tipo de cartucho: Original | Contenido total en volumen: 24 mL | Color de la tinta: Color | Formato de venta: Unidad | Es recargable: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_707553-MLV44227800889_122020-F.webp,https://articulo.mercadolibre.com.ve/MLV-462571992-cartucho-compatible-hp-670-xl-negro-cian-magenta-amarillo-_JM,https://www.google.com/search?q=%22Venspeed%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:39.619Z
MLV760176908,Cargador Baterias Pilas Recargables Aa Y Aaa Sony Multiuso,10,4.9,16,500,0,Sí,VENTASJJSHOP,MercadoLíder Platinum,740,500,5000,100,7,https://www.mercadolibre.com.ve/pagina/ventasjjshop,"Girardot (Maracay), Aragua","Electrónica, Audio y Video",Pilas y Cargadores > Cargadores de Pilas,"Electrónica, Audio y Video > Pilas y Cargadores > Cargadores de Pilas",Sony,N/A,Marca: Sony | Incluye pilas: Sí | Cantidad de puertos de carga: 4 | Capacidad de carga de las baterías: 4.600 mAh,https://http2.mlstatic.com/D_NQ_NP_2X_718336-MLV70755132620_072023-F.webp,https://articulo.mercadolibre.com.ve/MLV-760176908-cargador-baterias-pilas-recargables-aa-y-aaa-sony-multiuso-_JM,https://www.google.com/search?q=%22VENTASJJSHOP%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:40.040Z
MLV780713072,Audifonos Inalambricos Bluetooth 6 Pro Recargables Wireless,6.99,4.4,217,500,0,Sí,SCAROLA IMPORT,N/A,4100,500,50000,98,6,https://www.mercadolibre.com.ve/pagina/scarolaimport,"Mun. Sucre (este), Distrito Capital","Electrónica, Audio y Video",Audio > Audífonos,"Electrónica, Audio y Video > Audio > Audífonos",TWS,6 Pro,Fabricante: TWS | Marca: TWS | Línea: Earphones | Modelo: 6 Pro | Modelo alfanumérico: 6 Pro | Cantidad de pares: 1 | Es infantil: No | Formato del audífono: In-ear | Es monoaural: Sí | Con luz LED: No | Es inalámbrico: Sí | Con Bluetooth: Sí | Con micrófono: Sí | Es inalámbrico: Sí | Con luz LED: No | Con micrófono: Sí | Color De La Luz: Blanco,https://http2.mlstatic.com/D_NQ_NP_2X_661132-MLV114599997887_072026-F.webp,https://articulo.mercadolibre.com.ve/MLV-780713072-audifonos-inalambricos-bluetooth-6-pro-recargables-wireless-_JM,https://www.google.com/search?q=%22SCAROLA%20IMPORT%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:41.722Z
MLV751889959,Linterna De Cabeza Doble Led Frontal Impermeable Con Sensor Blanco Negro,10.99,4.7,189,500,0,Sí,SPAL,MercadoLíder Platinum,790,100,10000,97,21,https://www.mercadolibre.com.ve/pagina/enveca,"Valencia (Valencia), Carabobo",Deportes y Fitness,"Camping, Caza y Pesca > Linternas y Faroles > Linternas","Deportes y Fitness > Camping, Caza y Pesca > Linternas y Faroles > Linternas",COB,L518,"Marca: COB | Modelo: L518 | Color de la luz: Blanco | Color de la linterna: Negro | Largo: 12.000 cm | Peso: 80 g | Tipo de linterna: LED | Usos recomendados: Camping, Caza, Ciclismo, Mecánica, Running | Tipo de alimentación: Batería | Tipo de luz: Blanca | Potencia: 600 lm | Duración máxima: 10 h | Incluye pilas: No | Es recargable: Sí | Con carga USB: Sí | Es resistente al polvo: Sí | Es a prueba de agua: Sí | Con zoom: No | Con láser: No | Marca: COB | Es a prueba de agua: Sí | Tipo de alimentación: Batería",https://http2.mlstatic.com/D_NQ_NP_2X_746543-MLV73246032921_122023-F.webp,https://articulo.mercadolibre.com.ve/MLV-751889959-linterna-de-cabeza-doble-led-frontal-impermeable-con-sensor-blanco-negro-_JM,https://www.google.com/search?q=%22SPAL%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:42.153Z
MLV751230191,Hidrojet Recargable Inalambrico Portátil De Alta Presión 48,35,4.5,340,500,0,Sí,Cudy,MercadoLíder Platinum,190,500,100000,99,17,https://www.mercadolibre.com.ve/tienda/cudy,"Barquisimeto, Lara",Herramientas,Herramientas Eléctricas > Limpieza > Hidrolavadoras,Herramientas > Herramientas Eléctricas > Limpieza > Hidrolavadoras,Genérica,Hidrojet,"Marca: Genérica | Modelo: Hidrojet | Voltaje: 110V-120V | Tipo de alimentación: Batería | Usos recomendados: Carros, Lavado, Otros | Temperatura máxima de agua: 50 °C | Nivel de presión sonora: 92 dBA | Incluye cargador: Sí | Accesorios incluidos: 48VF lithium battery, 5-in-1 nozzle, 5m water pipe, Body, Extension Rod, Filter, Foam pot, Water Inlet Connector, quick charger, simple nozzle",https://http2.mlstatic.com/D_NQ_NP_2X_605656-MLV80648426146_112024-F.webp,https://articulo.mercadolibre.com.ve/MLV-751230191-hidrojet-recargable-inalambrico-portatil-de-alta-presion-48-_JM,https://www.google.com/search?q=%22Cudy%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:42.580Z
MLV716579663,Cartuchos Hp 21 22 27 28 56 57 92 93 94 95 96 97 98 74 75,10,4.4,18,1000,0,Sí,importadorawilka2014,MercadoLíder Platinum,740,100,5000,97,13,https://www.mercadolibre.com.ve/pagina/importadorawilka2014,"Mun. Libertador (Centro), Distrito Capital",Computación,Impresión > Insumos de Impresión > Cartuchos de Tinta,Computación > Impresión > Insumos de Impresión > Cartuchos de Tinta,HP,21 22 74 75 56 57 27 28 54 92 93 94 95 96 97 98,Marca: HP | Línea: Advantage | Modelo: 21 22 74 75 56 57 27 28 54 92 93 94 95 96 97 98 | Tipo de cartucho: Original | Contenido total en volumen: 8 mL | Color de la tinta: Negro | Formato de venta: Rapido | Rendimiento de páginas: 110 | Es recargable: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_783304-MLV91806494155_092025-F.webp,https://articulo.mercadolibre.com.ve/MLV-716579663-cartuchos-hp-21-22-27-28-56-57-92-93-94-95-96-97-98-74-75-_JM,https://www.google.com/search?q=%22importadorawilka2014%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:42.988Z
MLV768356216,Mini Batidor Eléctrico Recargable Portatil Reposteria Cafe Negro,7.2,4.4,364,500,0,Sí,FERRE TOYS,N/A,4500,500,50000,99,19,https://www.mercadolibre.com.ve/pagina/ferretoys,"Barquisimeto, Lara",Electrodomésticos,Pequeños Electrodomésticos > Para Cocina > Preparación de Alimentos > Batidoras,Electrodomésticos > Pequeños Electrodomésticos > Para Cocina > Preparación de Alimentos > Batidoras,duslife,Recargable,"Marca: duslife | Línea: Portátil | Modelo: Recargable | Color: Negro | Voltaje: 3.7 | Usos recomendados: Batidor de huevos, Espumador, mezclador de leche | Tipo de batidora: De mano | Es desmontable: Sí | Cantidad de velocidades: 3 | Tipo de batidora: De mano | Cantidad de velocidades: 3 | Uso recomendado: Batidor de huevos, Espumador, mezclador de leche",https://http2.mlstatic.com/D_NQ_NP_2X_769250-MLV71549002701_092023-F.webp,https://articulo.mercadolibre.com.ve/MLV-768356216-mini-batidor-electrico-recargable-portatil-reposteria-cafe-negro-_JM,https://www.google.com/search?q=%22FERRE%20TOYS%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:43.436Z
MLV748385561,"Irrigador Bucal Portátil, Limpiador Dental, Hilo De Agua",14.99,4.7,248,500,0,Sí,MABSHOPP,N/A,980,50,10000,98,7,https://www.mercadolibre.com.ve/pagina/mabshopp,"Mun. Libertador (Centro), Distrito Capital",Estética y Belleza,Higiene Personal > Cuidado Bucal > Irrigadores Bucales,Estética y Belleza > Higiene Personal > Cuidado Bucal > Irrigadores Bucales,Oral Irrigator,PPS,Marca: Oral Irrigator | Modelo: PPS | Cantidad de irrigadores bucales: 4 | Cantidad de niveles de presión: 3 | Con temporizador: No | Funciones de la boquilla: Limpiador | Es recargable: Sí | Es inalámbrico: Sí | Tiempo de uso: 30 m | Tiempo de carga: 6 h | Tipo de alimentación: Batería | Capacidad de agua: 220 mL | Cantidad de boquillas: 4 | Tipos de irrigador: Bucal | Es a prueba de agua: Sí | Accesorios incluidos: Irrigador | Peso: 356 g | Tipo de alimentación: Batería | Capacidad de agua: 220 mL | Es inalámbrico: Sí | Marca: Oral Irrigator | Cantidad de boquillas: 4 | Cantidad de niveles de presión: 3 | Es a prueba de agua: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_864350-MLV71696587295_092023-F.webp,https://articulo.mercadolibre.com.ve/MLV-748385561-irrigador-bucal-portatil-limpiador-dental-hilo-de-agua-_JM,https://www.google.com/search?q=%22MABSHOPP%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:43.861Z
MLV757785401,Máquina De Afeitar Barba Pecho Zonas Intimas Piernas Negro,5,4.6,362,500,0,Sí,technodigitaljn,MercadoLíder Platinum,2900,500,100000,97,8,https://www.mercadolibre.com.ve/pagina/technodigital_jn,"Valencia (Valencia), Carabobo",Estética y Belleza,Barbería > Afeitadoras > Afeitadoras Eléctricas,Estética y Belleza > Barbería > Afeitadoras > Afeitadoras Eléctricas,Vintage,T9,Marca: Vintage | Línea: Profissional | Modelo: T9 | Modelo alfanumérico: T9 | Color: Negro | Incluye batería recargable: Sí | Cantidad de peines: 4 | Funciones: Cortadora de pelo | Tipos de cabezales: Planos | Con cabezales lavables: Sí | Es apta para viaje: Sí | Es apta para bebés: No | Es inalámbrica: Sí | Es inalámbrica: Sí | Marca: Vintage | Color: Negro | Cantidad de peines: 4,https://http2.mlstatic.com/D_NQ_NP_2X_891286-MLV97923256912_112025-F.webp,https://articulo.mercadolibre.com.ve/MLV-757785401-maquina-de-afeitar-barba-pecho-zonas-intimas-piernas-negro-_JM,https://www.google.com/search?q=%22technodigitaljn%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:45.630Z
MLV760723797,Hidrojet Inalámbrico Portátil Alta Precisión 21v +2 Batería Negro,34.5,4.7,420,500,0,Sí,SAMU DIGITAL,N/A,2900,100,50000,97,10,https://www.mercadolibre.com.ve/pagina/samudigital,"Barquisimeto, Lara",Herramientas,Herramientas Eléctricas > Limpieza > Hidrolavadoras,Herramientas > Herramientas Eléctricas > Limpieza > Hidrolavadoras,Samu Digital,"Inalámbrico, Recargable","Marca: Samu Digital | Modelo: Inalámbrico, Recargable | Color: Negro | Voltaje: 21V | Tipo de alimentación: Batería | Incluye cargador: Sí | Accesorios incluidos: 2 baterías, Cargador, Estuche, Filtro de agua, Manguera, Válvula, puntas variadas | Es portátil: Sí",https://http2.mlstatic.com/D_NQ_NP_2X_930953-MLV89319351976_082025-F.webp,https://articulo.mercadolibre.com.ve/MLV-760723797-hidrojet-inalambrico-portatil-alta-precision-21v-2-bateria-negro-_JM,https://www.google.com/search?q=%22SAMU%20DIGITAL%22%20Venezuela%20Barquisimeto%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:46.074Z
MLV566281963,Cartuchos Hp Originales 64 45 63 667 664 662 60 21 901 74,20,5,4,500,0,Sí,Vendido por DISTRIBUIDORAVZLA1,MercadoLíder Platinum,N/A,50,5000,99,6,https://listado.mercadolibre.com.ve/_CustId_465292514,"Mun. Libertador (Sur), Distrito Capital",Computación,Impresión > Insumos de Impresión > Cartuchos de Tinta,Computación > Impresión > Insumos de Impresión > Cartuchos de Tinta,HP,64 667 664 662 21 22 122 60 901 74 75 98 96 668,Marca: HP | Modelo: 64 667 664 662 21 22 122 60 901 74 75 98 96 668 | Tipo de cartucho: Original | Contenido total en volumen: 2 mL | Color de la tinta: Negro | Es recargable: Sí,https://http2.mlstatic.com/D_NQ_NP_2X_969693-MLV86237103303_062025-F.webp,https://articulo.mercadolibre.com.ve/MLV-566281963-cartuchos-hp-originales-64-45-63-667-664-662-60-21-901-74-_JM,https://www.google.com/search?q=%22Vendido%20por%20DISTRIBUIDORAVZLA1%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:46.502Z
MLV753719956,Batería De Litio Recargable 18650 3.7v X4 Unds,9.52,4.7,252,1000,0,Sí,Vendido por ELEXTRIC,MercadoLíder Platinum,N/A,25,5000,100,19,https://listado.mercadolibre.com.ve/_CustId_98118307,"Barquisimeto, Lara","Electrónica, Audio y Video",Pilas y Cargadores > Pilas,"Electrónica, Audio y Video > Pilas y Cargadores > Pilas",Genérica,18650,Marca: Genérica | Modelo: 18650 | Forma: Cilíndrica | Formato de venta: Pack | Unidades por pack: 4 | Voltaje nominal: 3.7V | Es recargable: Sí | Composición: Litio,https://http2.mlstatic.com/D_NQ_NP_2X_970689-MLV114496717415_072026-F.webp,https://articulo.mercadolibre.com.ve/MLV-753719956-bateria-de-litio-recargable-18650-37v-x4-unds-_JM,https://www.google.com/search?q=%22Vendido%20por%20ELEXTRIC%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:46.939Z
MLV737262074,Manos Libres Auricular Para Radio Transmisor Baofeng Negro,6,4.8,93,500,0,Sí,Vendido por TODOELECTRONICSTODOELECTRONI,MercadoLíder Platinum,N/A,100,1000,100,9,https://listado.mercadolibre.com.ve/_CustId_229126085,"Cabudare, Lara",Celulares y Teléfonos,Radios y WalkieTalkies > Walkie Talkies,Celulares y Teléfonos > Radios y WalkieTalkies > Walkie Talkies,Baofeng,888s,"Marca: Baofeng | Línea: Audifonos | Modelo: 888s | Color: Negro | Eficiencia energética: A | Tipos de alimentación: Batería recargable | Cantidad de canales: 16 | Alcance máximo: 3 km | Es digital: No | Con Bluetooth: No | Con Wi-Fi: No | Con pantalla: No | Con teclado numérico: No | Con linterna: No | Con funcion de manos libres: Sí | Con alarma de emergencia: No | Funciones manos libres: VOX | Incluye pilas: No | Capacidad de la batería: 1,5 Ah | Accesorios incluidos: Antena | Tipos de tecnología: Analógica | Es a prueba de agua: No | Cantidad de canales de privacidad: 16 | Duración de la batería: 8 h | Duración de la pila: 8 h",https://http2.mlstatic.com/D_NQ_NP_2X_687156-MLV73873893927_012024-F.webp,https://articulo.mercadolibre.com.ve/MLV-737262074-manos-libres-auricular-para-radio-transmisor-baofeng-negro-_JM,https://www.google.com/search?q=%22Vendido%20por%20TODOELECTRONICSTODOELECTRONI%22%20Venezuela%20(whatsapp%20OR%20instagram%20OR%20rif%20OR%20telefono%20OR%20tienda),Sí,2026-08-15T08:34:47.365Z
